Transaction_ID,Date,Amount,Category,Status,Customer_Email,Customer_Phone
TXN-00760,2023-11-07,605.05,Utility,Completed,user760@example.com,+1-673-437-7636
TXN-00819,2023-02-14,512.34,Travel,Completed,user819@example.com,+1-260-483-3078
TXN-00737,2023-11-29,538.4,Entertainment,Completed,user737@example.com,+1-873-880-6816
TXN-00972,2023-05-03,397.84,Entertainment,Completed,user972@example.com,+1-263-999-4641
TXN-00770,2023-07-12,771.87,Grocery,Failed,user770@example.com,+1-468-886-9019
TXN-00619,2023-05-08,572.15,Healthcare,Completed,user619@example.com,+1-725-709-8635
TXN-00201,2023-10-09,553.67,Healthcare,Completed,user201@example.com,12345
TXN-00379,2023-05-06,828.47,Grocery,Pending,user379@example.com,+1-275-662-3828
TXN-00619,2023-05-08,572.15,Healthcare,Completed,user619@example.com,+1-725-709-8635
TXN-00984,2023-01-17,5916.0,Grocery,Completed,user984@example.com,+1-391-481-5585
TXN-00466,2023-07-30,466.85,Utility,Completed,user466@example.com,+1-871-994-4728
TXN-00645,2023-05-03,463.14,Entertainment,Failed,user645example.com,+1-212-217-9673
TXN-00668,2023-10-05,725.6,Utility,Completed,user668@example.com,+1-383-522-1256
TXN-00170,2023-06-02,386.94,Entertainment,Pending,user170@example.com,+1-608-625-2557
TXN-00804,2023-03-20,430.66,Healthcare,Completed,user804@example.com,+1-759-423-7965
TXN-00580,2023-11-21,671.56,Utility,Completed,user580@example.com,+1-446-411-2102
TXN-00509,2023-06-10,507.28,Travel,Completed,user509@example.com,+1-379-627-3880
TXN-00701,2023-03-26,421.59,Healthcare,Completed,user701@example.com,+1-942-772-4977
TXN-00697,2023-06-22,,Utility,Completed,user697@example.com,+1-291-562-2524
TXN-00263,2023-01-28,13.81,Healthcare,Completed,user263@example.com,+1-846-862-6482
TXN-00280,2023-05-23,442.2,Travel,Completed,user280@example.com,+1-956-739-1618
TXN-00735,2023-06-29,654.37,Travel,Pending,user735@example.com,+1-918-749-2392
TXN-00464,2023-04-02,532.1,Entertainment,Completed,user464@example.com,+1-942-904-1436
TXN-00084,2023-11-28,422.26,Healthcare,Completed,user84@example.com,+1-670-461-1153
TXN-00506,2023-11-02,426.93,Grocery,Pending,user506@example.com,+1-492-861-1969
TXN-00540,2023-07-29,413.47,Grocery,Completed,user540@example.com,+1-625-918-9998
TXN-00525,2023-12-10,385.51,Travel,Completed,user525@example.com,+1-288-610-2562
TXN-00351,2023-06-11,546.64,None,Completed,user351@example.com,+1-284-944-7955
TXN-00879,2023-05-19,497.54,Grocery,Completed,user879@example.com,+1-853-808-2163
TXN-00598,2023-11-19,353.19,Healthcare,Pending,user598@example.com,+1-585-388-9813
TXN-00179,2023-09-29,460.3,Healthcare,Completed,user179@example.com,+1-886-325-7730
TXN-00439,2023-10-26,244.49,Healthcare,Completed,user439@example.com,+1-310-641-3194
TXN-00173,2023-11-08,488.43,Grocery,Completed,user173@example.com,+1-356-903-8770
TXN-00683,2023-06-02,421.32,Entertainment,Pending,user683@example.com,+1-766-584-8075
TXN-00343,2023-01-21,536.74,Entertainment,Completed,user343@example.com,+1-459-237-4131
TXN-00022,2023-10-15,,Grocery,Completed,user22@example.com,+1-878-610-1601
TXN-00430,2023-10-15,236.19,Grocery,Completed,user430@example.com,+1-394-981-3610
TXN-00483,2023-01-13,259.03,Healthcare,Completed,user483@example.com,+1-452-485-5890
TXN-00228,2023-10-29,338.34,Healthcare,Completed,user228@example.com,+1-736-280-7484
TXN-00463,2023-01-13,395.04,Entertainment,Completed,user463@example.com,+1-626-797-6040
TXN-00236,2023-02-04,595.09,Entertainment,Completed,user236@example.com,+1-462-402-3842
TXN-00546,2023-03-07,380.47,Healthcare,Pending,user546@example.com,+1-777-314-2011
TXN-00828,2023-06-22,421.57,Entertainment,Completed,user828@example.com,+1-699-535-1040
TXN-00590,2023-01-13,371.59,Entertainment,Completed,user590@example.com,+1-876-733-4621
TXN-00040,2023-06-22,529.53,Healthcare,Failed,user40@example.com,+1-721-922-5479
TXN-00903,2023-04-02,504.31,Utility,Completed,user903@example.com,+1-918-211-3684
TXN-00810,2023-11-12,365.81,Entertainment,Pending,user810@example.com,+1-927-824-8015
TXN-00306,2023-05-27,517.6,Travel,Completed,user306@example.com,+1-526-301-6493
TXN-00294,2023-07-28,627.44,Healthcare,Completed,user294@example.com,+1-404-819-3267
TXN-00575,2023-12-04,624.41,Utility,Completed,user575@example.com,+1-435-453-8546
TXN-00226,2023-10-11,663.34,Utility,Completed,user226example.com,+1-290-647-2734
TXN-00831,2023-06-16,298.33,Healthcare,Pending,user831@example.com,+1-264-747-7516
TXN-00141,2023-11-02,534.12,Grocery,Completed,user141@example.com,+1-800-421-4817
TXN-00491,2023-06-29,,Utility,Completed,user491@example.com,+1-243-494-2294
TXN-00729,2023-05-10,419.04,Utility,Pending,user729@example.com,+1-447-458-3525
TXN-00646,2023-05-21,459.09,Entertainment,Completed,user646@example.com,+1-939-481-9777
TXN-00654,2023-10-04,ONE HUNDRED,Healthcare,Completed,user654example.com,+1-615-670-4984
TXN-00087,2023-11-22,637.31,Utility,Completed,user87@example.com,+1-553-801-5901
TXN-00836,2023-05-13,535.13,Healthcare,Completed,user836@example.com,+1-551-898-1793
TXN-00996,2023-10-29,457.83,Entertainment,Completed,user996@example.com,+1-529-597-5430
TXN-00272,2023-05-08,284.62,Healthcare,Completed,user272@example.com,+1-886-919-9624
TXN-00025,2023-12-26,418.34,Entertainment,Completed,user25@example.com,+1-991-613-9431
TXN-00293,2023-03-27,411.6,Travel,Completed,user293@example.com,+1-740-628-3655
TXN-00709,2023-10-16,187.71,Grocery,Completed,user709@example.com,+1-457-452-9123
TXN-00601,2023-12-23,613.55,Healthcare,Completed,user601@example.com,+1-674-259-7761
TXN-00147,2023-09-28,314.46,Travel,Completed,user147@example.com,+1-215-566-4898
TXN-00802,2023-08-24,422.59,Utility,Completed,user802@example.com,+1-755-974-1681
TXN-00241,2023-05-02,381.12,Healthcare,Completed,user241@example.com,+1-842-523-3473
TXN-00480,2023-06-06,667.94,Entertainment,Completed,user480@example.com,+1-670-745-6608
TXN-01000,2023-02-28,585.89,Utility,Pending,user1000@example.com,+1-683-742-6856
TXN-00095,2023-11-24,441.18,Utility,Completed,user95@example.com,+1-820-963-9138
TXN-00854,2023-11-27,678.35,Entertainment,Completed,user854@example.com,+1-689-272-4751
TXN-00640,2023-11-23,305.74,Travel,Completed,user640@example.com,+1-209-423-9285
TXN-00134,2023-01-25,571.04,Healthcare,Completed,user134@example.com,+1-860-567-1992
TXN-00994,2023-05-16,397.7,Utility,Completed,user994@example.com,+1-691-757-8940
TXN-00440,2023-10-10,491.67,Grocery,Failed,user440@example.com,+1-470-944-6992
TXN-00360,2023-12-10,375.92,Travel,Completed,user360@example.com,+1-481-854-1939
TXN-00258,2023-08-09,393.85,Grocery,Completed,user258example.com,+1-649-736-9564
TXN-00886,2023-03-03,777.01,Healthcare,Completed,user886@example.com,+1-214-468-4534
TXN-00282,2023-05-08,599.32,Travel,Completed,user282@example.com,+1-811-585-3527
TXN-00553,2023-11-12,675.17,Travel,Completed,user553@example.com,+1-256-664-3161
TXN-00140,2023-08-05,315.37,Travel,Completed,user140@example.com,+1-270-983-4394
TXN-00648,2023-02-09,491.86,Travel,Completed,user648@example.com,+1-914-890-8054
TXN-00285,2023-10-09,819.96,Healthcare,Completed,user285@example.com,+1-620-573-4891
TXN-00542,2023-07-26,330.54,Grocery,Pending,user542@example.com,+1-880-423-5054
TXN-00869,2023-08-31,,Utility,Completed,user869@example.com,+1-343-453-5537
TXN-00560,2023-05-27,436.85,Utility,Completed,user560@example.com,+1-917-265-9866
TXN-00371,2023-02-07,503.68,Grocery,Completed,user371@example.com,+1-521-865-5566
TXN-00434,2023-12-20,8951.0,Travel,Completed,user434@example.com,+1-717-668-4944
TXN-00596,2023-08-22,423.5,Travel,Pending,user596@example.com,+1-737-526-7821
TXN-00638,2023-05-13,511.0,Grocery,Completed,user638@example.com,+1-340-845-4791
TXN-00787,2023-09-30,625.09,Utility,Pending,user787@example.com,+1-522-661-1878
TXN-00588,2023-04-12,372.52,Healthcare,Completed,user588@example.com,+1-791-812-6253
TXN-00311,2023-09-07,467.35,Healthcare,Completed,user311@example.com,+1-281-219-5193
TXN-00021,2023-01-14,719.85,Entertainment,Completed,user21@example.com,+1-910-707-5722
TXN-00599,2023-10-22,433.36,Utility,Completed,user599@example.com,+1-684-446-4692
TXN-00673,2023-08-04,448.6,Healthcare,Completed,user673@example.com,+1-893-753-6435
TXN-00650,2023-05-01,604.43,Travel,Completed,user650@example.com,+1-736-352-4948
TXN-00973,2023-03-30,626.1,Grocery,Completed,user973@example.com,+1-333-402-7563
TXN-00521,2023-01-01,249.59,Healthcare,Completed,user521@example.com,+1-954-545-5833
TXN-00231,2023-02-06,390.45,None,Pending,user231@example.com,+1-278-722-2868
TXN-00544,2023-06-01,716.24,Travel,Completed,user544@example.com,+1-738-657-9653
TXN-00568,2023-08-15,348.79,Travel,Completed,user568@example.com,+1-336-869-6697
TXN-00951,2023-04-26,463.81,Grocery,Failed,user951@example.com,+1-442-498-5276
TXN-00980,2023-12-19,614.06,Healthcare,Completed,user980@example.com,+1-251-372-8096
TXN-00822,2023-05-05,711.4,Grocery,Pending,user822@example.com,+1-453-979-7434
TXN-00820,2023-05-23,659.82,Healthcare,Completed,user820@example.com,+1-918-335-5090
TXN-00196,2023-09-30,557.8,Utility,Completed,user196@example.com,+1-420-585-7878
TXN-00320,2023-06-10,480.48,Healthcare,Completed,user320@example.com,+1-847-727-4963
TXN-00260,2023-08-05,616.2,Travel,Completed,user260@example.com,+1-581-489-7347
TXN-00399,2023-02-24,482.82,Grocery,Completed,user399@example.com,+1-730-356-5982
TXN-00217,2023-09-22,384.08,Grocery,Pending,user217@example.com,+1-745-920-4770
TXN-00620,2023-03-04,533.58,Travel,Completed,user620@example.com,+1-300-939-8692
TXN-00390,2023-01-05,413.46,Grocery,Completed,user390@example.com,+1-826-288-2077
TXN-00742,2023-05-07,308.06,Travel,Pending,user742@example.com,+1-464-427-9366
TXN-00376,2023-03-09,384.9,Entertainment,Completed,user376@example.com,+1-920-656-4515
TXN-00556,2023-07-27,438.22,Travel,Completed,user556@example.com,+1-888-515-1356
TXN-00016,2023-02-17,415.66,Entertainment,Completed,user16@example.com,+1-484-385-8141
TXN-00097,2023-10-13,544.42,Travel,Pending,user97@example.com,+1-821-560-4588
TXN-00362,2023-06-03,729.91,Travel,Completed,user362@example.com,12345
TXN-00621,2023-08-22,381.43,Grocery,Completed,user621@example.com,+1-979-527-4328
TXN-00113,2023-09-13,509.03,Travel,Completed,user113@example.com,+1-604-214-5332
TXN-00982,2023-08-29,563.82,Entertainment,Completed,user982@example.com,+1-230-591-7990
TXN-00823,2023-08-26,844.83,Utility,Completed,user823@example.com,+1-701-345-5402
TXN-00607,2023-12-02,383.93,Travel,Completed,user607@example.com,+1-941-395-1844
TXN-00303,2023-07-19,612.09,Utility,Completed,user303@example.com,+1-605-714-7126
TXN-00234,2023-01-31,402.26,Entertainment,Completed,user234@example.com,+1-944-860-3419
TXN-00239,2023-02-06,400.73,Travel,Pending,user239@example.com,+1-675-972-8354
TXN-00315,2023-04-22,695.82,Utility,Completed,user315@example.com,+1-443-508-2996
TXN-00715,2023-03-11,494.35,Travel,Completed,user715@example.com,+1-640-866-3230
TXN-00946,2023-10-13,339.49,Travel,Completed,user946@example.com,+1-669-965-2391
TXN-00250,2023-08-31,560.75,Grocery,Completed,user250@example.com,+1-593-673-1672
TXN-00947,2023-08-02,271.17,Utility,Pending,user947@example.com,+1-794-297-9280
TXN-00389,2023-09-28,642.56,Travel,Completed,user389@example.com,+1-678-764-3126
TXN-00114,2023-07-22,869.49,Grocery,Completed,user114@example.com,+1-749-326-8451
TXN-00687,2023-10-07,463.95,Healthcare,Completed,user687@example.com,+1-284-474-3526
TXN-00333,2023-11-01,511.37,Utility,Completed,user333@example.com,12345
TXN-00511,2023-11-07,540.57,Travel,Pending,user511@example.com,+1-390-966-5742
TXN-00157,2023-06-24,779.87,Entertainment,Completed,user157@example.com,+1-262-690-7580
TXN-00381,2023-05-26,374.04,Entertainment,Pending,user381@example.com,+1-898-527-6692
TXN-00028,2023-04-23,556.35,Healthcare,Completed,user28@example.com,+1-392-730-6927
TXN-00003,2023-01-13,597.15,Entertainment,Completed,user3@example.com,+1-261-369-6039
TXN-00954,2023-08-19,716.56,Utility,Failed,user954@example.com,+1-439-276-4321
TXN-00526,2023-04-11,ONE HUNDRED,Entertainment,Pending,user526@example.com,+1-389-343-8822
TXN-00953,2023-07-14,312.27,Grocery,Completed,user953@example.com,+1-525-663-5455
TXN-00508,2023-06-26,370.4,Travel,Completed,user508@example.com,+1-747-956-1611
TXN-00501,2023-04-02,638.93,Grocery,Completed,user501@example.com,+1-302-897-3252
TXN-00744,2023-01-11,503.91,Utility,Pending,user744@example.com,+1-656-583-7408
TXN-00906,2023-12-29,506.97,None,Pending,user906@example.com,+1-370-580-3079
TXN-00763,2023-06-09,884.01,Grocery,Pending,user763@example.com,+1-605-229-4232
TXN-00606,2023-03-17,781.52,Healthcare,Completed,user606@example.com,+1-579-294-9775
TXN-00745,2023-11-15,577.65,Grocery,Completed,user745@example.com,+1-674-990-9199
TXN-00732,2023-01-10,353.24,Travel,Completed,user732@example.com,+1-796-610-9755
TXN-00931,2023-02-03,416.72,Grocery,Completed,user931@example.com,+1-498-777-5979
TXN-00875,2023-06-19,495.03,Entertainment,Completed,user875@example.com,+1-393-965-7418
TXN-00119,2023-03-13,671.42,Utility,Completed,user119@example.com,+1-824-426-2035
TXN-00920,2023-10-21,529.11,Travel,Completed,user920@example.com,+1-572-592-3458
TXN-00046,2023-06-26,392.02,Entertainment,Pending,user46@example.com,+1-548-719-5377
TXN-00462,2023-07-31,505.29,Grocery,Completed,user462@example.com,+1-539-889-2795
TXN-00882,2023-04-29,420.37,Healthcare,Completed,user882@example.com,+1-782-630-6986
TXN-00265,2023-12-01,462.11,None,Completed,user265@example.com,+1-771-894-7333
TXN-00657,2023-03-19,502.09,Healthcare,Completed,user657@example.com,+1-295-615-7213
TXN-00183,2023-09-08,339.37,Utility,Completed,user183@example.com,+1-306-791-9313
TXN-00745,2023-11-15,577.65,Grocery,Completed,user745@example.com,+1-674-990-9199
TXN-00944,2023-05-08,485.12,Grocery,Completed,user944@example.com,+1-295-244-4792
TXN-00689,2023-04-23,606.64,Entertainment,Pending,user689@example.com,+1-957-598-6188
TXN-00037,2023-05-23,531.33,Travel,Completed,user37@example.com,+1-295-430-2858
TXN-00778,2023-02-22,462.87,Entertainment,Completed,user778@example.com,+1-320-444-6003
TXN-00661,2023-03-20,413.95,Travel,Pending,user661@example.com,+1-711-644-6427
TXN-00032,2023-01-04,777.84,Entertainment,Completed,user32@example.com,+1-334-494-8178
TXN-00121,2023-10-15,618.65,Utility,Pending,user121@example.com,+1-864-618-2911
TXN-00254,2023-04-08,654.87,Entertainment,Completed,user254@example.com,+1-661-305-6626
TXN-00786,2023-06-27,,Entertainment,Pending,user786@example.com,+1-495-343-4065
TXN-00682,2023-06-30,330.64,Healthcare,Completed,user682@example.com,+1-702-433-6829
TXN-00531,2023-06-19,595.79,Travel,Completed,user531@example.com,+1-467-869-6890
TXN-00517,2023-05-11,575.14,Healthcare,Completed,user517@example.com,+1-679-479-4159
TXN-00402,2023-05-20,410.09,Healthcare,Completed,user402@example.com,+1-731-490-2292
TXN-00612,2023-04-23,491.66,Grocery,Completed,user612@example.com,+1-394-959-2922
TXN-00899,2023/13/45,680.98,Travel,Completed,user899@example.com,+1-450-288-8118
TXN-00537,2023-09-17,370.94,Entertainment,Completed,user537@example.com,+1-576-829-4618
TXN-00125,2023-08-08,588.03,Grocery,Completed,user125@example.com,+1-338-597-8432
TXN-00478,2023-08-24,546.69,Utility,Pending,user478@example.com,+1-878-689-9609
TXN-00356,2023-05-03,349.62,Entertainment,Completed,user356@example.com,+1-656-817-7981
TXN-00418,2023-05-22,517.35,Utility,Completed,user418@example.com,+1-650-625-8933
TXN-00653,2023-06-13,459.67,Entertainment,Completed,user653@example.com,+1-606-280-7112
TXN-00628,2023-06-12,481.13,Entertainment,Completed,user628@example.com,+1-783-451-9180
TXN-00169,2023-11-17,463.19,Utility,Completed,user169@example.com,+1-623-547-8430
TXN-00817,2023-06-15,540.06,Healthcare,Completed,user817@example.com,+1-726-895-2560
TXN-00245,2023-04-20,319.96,Healthcare,Completed,user245@example.com,+1-560-719-2215
TXN-00616,2023-08-26,519.38,Grocery,Completed,user616@example.com,+1-994-489-7236
TXN-00373,2023-04-20,717.67,Entertainment,Completed,user373@example.com,+1-953-390-9176
TXN-00941,2023-10-16,307.95,Utility,Completed,user941@example.com,+1-306-410-9680
TXN-00103,2023-01-17,448.59,Healthcare,Pending,user103@example.com,+1-292-502-6352
TXN-00365,2023-02-07,603.52,Entertainment,Completed,user365@example.com,+1-441-997-7001
TXN-00383,2023-08-13,181.42,Entertainment,Completed,user383@example.com,+1-497-507-3580
TXN-00274,2023-04-08,,Entertainment,Completed,user274@example.com,+1-720-570-1298
TXN-00318,2023-10-05,453.46,Healthcare,Pending,user318@example.com,+1-264-313-9189
TXN-00166,2023-04-02,561.92,Utility,Failed,user166@example.com,+1-301-918-2874
TXN-00027,2023-08-03,327.35,Healthcare,Completed,user27@example.com,+1-673-623-1888
TXN-00696,2023-07-19,453.57,Healthcare,Completed,user696example.com,+1-617-305-1430
TXN-00332,2023-02-05,365.41,Utility,Completed,user332@example.com,+1-446-950-2698
TXN-00435,2023-03-18,725.35,Healthcare,Pending,user435@example.com,+1-420-797-6781
TXN-00915,2023-03-06,485.71,Travel,Pending,user915@example.com,+1-361-461-2685
TXN-00481,2023-04-27,480.81,Utility,Completed,user481@example.com,+1-759-562-5331
TXN-00855,2023-12-31,713.08,Travel,Completed,user855@example.com,+1-592-291-2678
TXN-00198,2023-03-07,,Grocery,Completed,user198@example.com,+1-578-519-6314
TXN-00829,2023-01-15,436.97,Entertainment,Completed,user829@example.com,+1-992-950-2526
TXN-00045,2023-07-03,278.22,Grocery,Completed,user45example.com,+1-482-991-7798
TXN-00288,2023-11-30,588.25,Healthcare,Pending,user288@example.com,12345
TXN-00203,2023-05-16,662.46,Grocery,Completed,user203@example.com,+1-653-877-7947
TXN-00848,2023-07-28,868.3,Entertainment,Completed,user848@example.com,+1-920-297-1017
TXN-00330,2023-02-11,594.25,Utility,Pending,user330@example.com,+1-459-965-1266
TXN-00806,2023-04-01,453.62,Utility,Completed,user806@example.com,+1-504-233-8368
TXN-00979,2023-08-19,262.41,Travel,Completed,user979@example.com,+1-325-243-8552
TXN-00727,2023-05-23,502.77,Healthcare,Pending,user727@example.com,+1-618-889-9180
TXN-00104,2023-06-11,379.66,Utility,Completed,user104@example.com,+1-965-625-3877
TXN-00216,2023-08-13,613.85,Grocery,Completed,user216@example.com,+1-379-332-7229
TXN-00070,2023-02-21,403.23,Grocery,Completed,user70@example.com,+1-754-236-2121
TXN-00726,2023-07-14,472.4,Travel,Completed,user726@example.com,+1-648-498-2133
TXN-00536,2023-06-03,,Utility,Pending,user536@example.com,+1-906-320-5833
TXN-00423,2023-11-23,462.66,Travel,Completed,user423@example.com,+1-727-775-2739
TXN-00240,2023-09-21,,Grocery,Completed,user240@example.com,+1-897-778-6295
TXN-00908,2023-03-06,611.94,Healthcare,Completed,user908@example.com,+1-950-320-1480
TXN-00007,2023-03-13,736.88,Grocery,Completed,user7@example.com,+1-478-712-9847
TXN-00976,2023-03-22,216.57,Utility,Completed,user976@example.com,+1-276-222-2056
TXN-00764,2023-02-25,485.59,Healthcare,Pending,user764@example.com,+1-660-806-8037
TXN-00812,2023-09-05,434.04,Entertainment,Completed,user812@example.com,+1-411-411-1972
TXN-00545,2023-10-11,129.25,Grocery,Completed,user545@example.com,+1-920-570-2279
TXN-00289,2023-10-04,542.15,Travel,Completed,user289@example.com,+1-516-680-4178
TXN-00986,2023-05-28,326.25,Healthcare,Completed,user986@example.com,+1-828-834-5026
TXN-00078,2023-07-01,,Healthcare,Completed,user78@example.com,+1-450-743-7751
TXN-00414,2023-01-27,691.65,Healthcare,Pending,user414@example.com,+1-496-857-5949
TXN-00155,2023-05-17,543.96,Travel,Completed,user155@example.com,+1-829-244-9543
TXN-00583,2023-02-17,594.92,Travel,Completed,user583@example.com,+1-450-958-1724
TXN-00592,2023-05-06,428.35,Healthcare,Completed,user592@example.com,+1-262-770-3869
TXN-00199,2023-12-04,508.73,Utility,Completed,user199@example.com,12345
TXN-00813,2023-08-27,717.05,Travel,Completed,user813@example.com,+1-783-559-9720
TXN-00208,2023-10-04,577.07,Travel,Pending,user208@example.com,+1-490-894-8972
TXN-00034,2023/13/45,341.34,Entertainment,Failed,user34@example.com,+1-229-845-4920
TXN-00808,2023-11-30,428.19,Healthcare,Completed,user808@example.com,+1-649-320-4882
TXN-00133,2023/13/45,340.65,Healthcare,Completed,user133@example.com,+1-902-576-9920
TXN-00014,2023-01-17,213.01,Healthcare,Completed,user14@example.com,+1-790-241-3870
TXN-00902,2023-07-04,441.0,Healthcare,Failed,user902@example.com,+1-322-212-3248
TXN-00088,2023-03-29,549.31,Travel,Completed,user88@example.com,+1-854-634-5097
TXN-00812,2023-09-05,434.04,Entertainment,Completed,user812@example.com,+1-411-411-1972
TXN-00622,2023-03-10,570.72,Utility,Completed,user622@example.com,+1-579-520-7781
TXN-00374,2023-09-17,643.89,Travel,Completed,user374@example.com,+1-730-596-2929
TXN-00562,2023-08-09,811.31,Healthcare,Completed,user562@example.com,+1-232-493-7698
TXN-00615,2023-09-23,866.86,Grocery,Completed,user615@example.com,+1-606-445-6269
TXN-00364,2023-06-11,560.26,Healthcare,Completed,user364@example.com,+1-235-329-2101
TXN-00774,2023-10-31,645.88,Grocery,Completed,user774@example.com,+1-560-668-3826
TXN-00933,2023-09-09,282.8,Healthcare,Completed,user933@example.com,+1-675-577-9083
TXN-00723,2023-08-21,297.77,Utility,Completed,user723@example.com,+1-806-758-3947
TXN-00221,2023-04-26,847.2,Travel,Pending,user221@example.com,+1-279-520-8033
TXN-00093,2023-07-14,394.69,Utility,Completed,user93@example.com,+1-222-874-7484
TXN-00058,2023-11-13,453.62,Utility,Completed,user58@example.com,+1-879-867-3492
TXN-00513,2023-03-01,464.16,Healthcare,Completed,user513@example.com,+1-781-817-2758
TXN-00210,2023-04-13,1077.91,Grocery,Completed,user210@example.com,+1-246-425-7475
TXN-00396,2023-03-10,429.62,Grocery,Completed,user396@example.com,+1-552-331-3981
TXN-00468,2023-05-08,613.63,Utility,Pending,user468@example.com,+1-374-736-7229
TXN-00706,2023-01-14,590.9,Travel,Pending,user706@example.com,12345
TXN-00974,2023-10-10,402.11,Travel,Completed,user974@example.com,+1-581-902-2376
TXN-00624,2023-12-08,701.81,Utility,Completed,user624@example.com,+1-959-349-1265
TXN-00020,2023-11-05,288.15,Utility,Completed,user20@example.com,+1-364-537-7744
TXN-00180,2023-01-01,908.03,Healthcare,Completed,user180@example.com,+1-562-881-7929
TXN-00256,2023-02-19,427.36,Utility,Completed,user256@example.com,+1-861-376-1641
TXN-00224,2023-01-11,258.09,Entertainment,Completed,user224@example.com,+1-221-532-3815
TXN-00762,2023-03-25,518.3,Travel,Pending,user762@example.com,+1-855-873-8080
TXN-00870,2023-10-11,801.53,Travel,Completed,user870@example.com,+1-860-286-5065
TXN-00160,2023-08-11,598.48,Entertainment,Completed,user160@example.com,+1-275-282-6277
TXN-00273,2023-04-09,674.47,Healthcare,Completed,user273@example.com,+1-295-861-7937
TXN-00528,2023-08-09,507.21,Healthcare,Completed,user528@example.com,+1-467-592-4858
TXN-00936,2023-11-19,424.69,Grocery,Completed,user936@example.com,+1-354-206-7718
TXN-00186,2023-07-05,607.1,Utility,Completed,user186@example.com,+1-769-576-2882
TXN-00864,2023-05-05,769.38,Travel,Completed,user864@example.com,+1-621-830-8248
TXN-00739,2023-11-30,749.82,Travel,Completed,user739@example.com,+1-776-860-7547
TXN-00309,2023-10-12,582.06,Grocery,Completed,user309@example.com,+1-977-922-8685
TXN-00419,2023-01-23,676.89,Healthcare,Completed,user419@example.com,12345
TXN-00618,2023-10-13,608.86,Utility,Completed,user618@example.com,+1-515-467-6892
TXN-00629,2023-08-15,508.36,Utility,Pending,user629@example.com,+1-763-870-6530
TXN-00791,2023-02-05,564.44,Utility,Completed,user791@example.com,+1-618-901-9056
TXN-00392,2023-10-11,573.79,Entertainment,Completed,user392@example.com,+1-738-620-7708
TXN-00815,2023-10-31,654.78,Utility,Completed,user815@example.com,+1-372-531-5794
TXN-00019,2023-09-16,363.8,Utility,Pending,user19@example.com,+1-541-528-2713
TXN-00541,2023-06-17,625.35,None,Pending,user541@example.com,+1-682-975-9806
TXN-00877,2023-12-26,422.36,Grocery,Completed,user877@example.com,+1-445-706-7322
TXN-00565,2023-12-02,680.18,Entertainment,Pending,user565@example.com,+1-583-591-8348
TXN-00538,2023-06-08,442.32,Utility,Completed,user538@example.com,+1-424-336-8834
TXN-00116,2023-08-23,545.23,Healthcare,Completed,user116@example.com,+1-798-590-7086
TXN-00052,2023-03-05,442.24,Travel,Pending,user52@example.com,+1-586-666-6272
TXN-00968,2023-05-16,770.14,Healthcare,Completed,user968@example.com,+1-466-378-1509
TXN-00874,2023-10-09,390.36,Utility,Completed,user874@example.com,+1-730-821-9348
TXN-00447,2023-01-21,554.99,Healthcare,Completed,user447@example.com,+1-838-896-2946
TXN-00270,2023-06-23,519.61,Utility,Failed,user270@example.com,+1-517-772-7171
TXN-00232,2023-12-29,532.47,Travel,Completed,user232@example.com,+1-743-722-4176
TXN-00686,2023-10-03,606.95,Travel,Completed,user686@example.com,+1-452-930-2204
TXN-00585,2023-12-11,527.28,Utility,Completed,user585@example.com,+1-752-422-1924
TXN-00261,2023-07-30,360.96,Utility,Completed,user261@example.com,+1-618-993-6543
TXN-00858,2023-01-09,570.71,Entertainment,Completed,user858@example.com,+1-992-971-3181
TXN-00144,2023-07-15,527.7,Healthcare,Pending,user144@example.com,+1-348-333-9850
TXN-00821,2023-08-19,422.41,Grocery,Completed,user821@example.com,+1-349-928-6277
TXN-00006,2023-04-25,464.88,Entertainment,Completed,user6@example.com,+1-905-511-7594
TXN-00503,2023-05-16,290.21,Healthcare,Completed,user503@example.com,+1-616-868-8793
TXN-00704,2023-11-15,288.73,Entertainment,Completed,user704@example.com,+1-342-475-5933
TXN-00524,2023-12-18,585.59,Healthcare,Pending,user524@example.com,+1-637-727-6372
TXN-00342,2023-11-01,536.55,Utility,Failed,user342example.com,+1-607-756-8756
TXN-00566,2023-06-14,438.79,Healthcare,Completed,user566@example.com,+1-586-584-2314
TXN-00571,2023-04-20,502.76,Entertainment,Pending,user571@example.com,+1-945-428-1056
TXN-00487,2023-06-18,403.01,Utility,Completed,user487@example.com,+1-773-938-5480
TXN-00479,2023-06-29,961.83,Travel,Completed,user479@example.com,+1-585-521-3837
TXN-00213,2023-12-10,643.1,Utility,Completed,user213@example.com,+1-985-340-5186
TXN-00047,2023-11-06,430.9,Entertainment,Completed,user47@example.com,+1-202-489-5891
TXN-00913,2023-05-30,537.41,Entertainment,Completed,user913@example.com,+1-568-256-9185
TXN-00905,2023-01-08,528.66,Entertainment,Completed,user905example.com,+1-729-938-5247
TXN-00558,2023-01-01,435.12,Healthcare,Completed,user558@example.com,+1-963-423-2196
TXN-00597,2023-08-01,459.52,Utility,Completed,user597@example.com,+1-618-352-5913
TXN-00589,2023-03-17,624.55,Grocery,Pending,user589@example.com,+1-442-509-3347
TXN-00677,2023-01-11,333.41,Utility,Completed,user677@example.com,+1-254-300-8161
TXN-00257,2023-12-04,690.04,Utility,Completed,user257@example.com,+1-453-924-8172
